Trtmt,Sp,Rep,ID,Plate,Tray,Row,Col,Date Sowed,H,Ex,C,Pheno,DateEmerg,D2Emerg,Survival,HarvestD,No.Lvs,WetWt,A_WetWt,B_WetWt,PhotoIDNo.,PhotoIDLet,PhotoIDAdd,PhotoID
0,Lettuce,2,7,2,8,8,4,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
0,Lettuce,2,8,2,12,2,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
0,Lettuce,2,9,3,6,1,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0,Lettuce,2,10,3,8,5,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0,Lettuce,2,11,3,12,1,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
0,Lettuce,2,12,3,4,9,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0,Lettuce,2,13,4,4,8,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0,Lettuce,2,14,4,2,3,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0,Lettuce,2,15,4,10,4,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0,Lettuce,2,16,4,3,4,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0,Lettuce,2,17,5,3,3,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0,Lettuce,2,18,5,4,7,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0,Lettuce,2,19,5,8,3,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0,Lettuce,2,20,5,11,6,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Basil,2,1,1,6,1,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,2,1,8,7,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5,Basil,2,3,1,11,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,4,1,8,8,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,5,2,8,5,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5,Basil,2,6,2,2,7,3,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
0.5,Basil,2,7,2,4,4,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,8,2,10,2,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,9,3,1,9,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5,Basil,2,10,3,10,6,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,11,3,9,6,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,12,3,11,3,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5,Basil,2,13,4,8,10,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5,Basil,2,14,4,11,3,1,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
0.5,Basil,2,15,4,1,3,3,27-Nov-16,0,2,0,0.2.0,29-Nov-16,,,,,,,,,,,
0.5,Basil,2,16,4,1,1,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5,Basil,2,17,5,3,7,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5,Basil,2,18,5,2,1,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5,Basil,2,19,5,4,5,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
0.5,Basil,2,20,5,5,8,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5,Lettuce,2,1,1,5,9,3,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,2,1,8,2,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,3,1,2,5,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,4,1,4,5,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,5,2,1,7,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,6,2,11,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,7,2,8,1,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,8,2,11,6,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,9,3,11,9,4,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
0.5,Lettuce,2,10,3,1,1,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,11,3,7,6,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,12,3,11,4,1,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
0.5,Lettuce,2,13,4,3,10,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,14,4,7,3,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,15,4,7,4,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0.5,Lettuce,2,16,4,6,4,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,17,5,12,8,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,18,5,1,8,4,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
0.5,Lettuce,2,19,5,2,5,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5,Lettuce,2,20,5,11,1,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Basil,2,1,1,2,4,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,2,1,12,7,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5,Basil,2,3,1,11,8,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,4,1,5,7,1,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
5,Basil,2,5,2,6,4,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
5,Basil,2,6,2,9,10,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,7,2,4,2,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5,Basil,2,8,2,12,2,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,9,3,2,4,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5,Basil,2,10,3,5,7,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,11,3,6,7,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
5,Basil,2,12,3,7,10,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,13,4,8,10,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5,Basil,2,14,4,9,7,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
5,Basil,2,15,4,11,8,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5,Basil,2,16,4,3,4,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,17,5,4,8,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,18,5,12,6,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,19,5,2,10,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5,Basil,2,20,5,7,7,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
5,Lettuce,2,1,1,2,2,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,2,1,11,10,4,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
5,Lettuce,2,3,1,1,4,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
5,Lettuce,2,4,1,9,4,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,5,2,11,7,2,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
5,Lettuce,2,6,2,11,9,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,7,2,2,7,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,8,2,10,8,3,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
5,Lettuce,2,9,3,2,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,10,3,4,10,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,11,3,12,4,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
5,Lettuce,2,12,3,4,1,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,13,4,7,5,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
5,Lettuce,2,14,4,7,2,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,15,4,10,3,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,16,4,7,8,4,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
5,Lettuce,2,17,5,1,5,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5,Lettuce,2,18,5,3,8,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,19,5,10,2,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5,Lettuce,2,20,5,5,10,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
10,Basil,2,1,1,3,1,2,27-Nov-16,0,2,1,0.2.1,01-Dec-16,,,,,,,,,,,
10,Basil,2,2,1,3,1,4,27-Nov-16,0,2,1,0.2.1,30-Nov-16,,,,,,,,,,,
10,Basil,2,3,1,4,10,4,27-Nov-16,0,2,1,0.2.1,01-Dec-16,,,,,,,,,,,
10,Basil,2,4,1,4,3,3,27-Nov-16,0,2,1,0.2.1,02-Dec-16,,,,,,,,,,,
10,Basil,2,5,2,5,10,3,27-Nov-16,0,2,1,0.2.1,04-Dec-16,,,,,,,,,,,
10,Basil,2,6,2,7,6,3,27-Nov-16,0,2,1,0.2.1,30-Nov-16,,,,,,,,,,,
10,Basil,2,7,2,5,9,4,27-Nov-16,0,2,1,0.2.1,01-Dec-16,,,,,,,,,,,
10,Basil,2,8,2,12,7,3,27-Nov-16,0,2,1,0.2.1,01-Dec-16,,,,,,,,,,,
10,Basil,2,9,3,12,9,4,27-Nov-16,0,2,1,0.2.1,02-Dec-16,,,,,,,,,,,
10,Basil,2,10,3,2,1,4,27-Nov-16,0,2,1,0.2.1,01-Dec-16,,,,,,,,,,,
10,Basil,2,11,3,6,10,1,27-Nov-16,0,2,1,0.2.1,02-Dec-16,,,,,,,,,,,
10,Basil,2,12,3,8,1,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10,Basil,2,13,4,3,8,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
10,Basil,2,14,4,7,7,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10,Basil,2,15,4,10,8,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10,Basil,2,16,4,1,7,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10,Basil,2,17,5,4,9,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
10,Basil,2,18,5,6,1,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10,Basil,2,19,5,6,2,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10,Basil,2,20,5,7,6,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10,Lettuce,2,1,1,10,10,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10,Lettuce,2,2,1,7,1,4,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,3,1,8,9,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10,Lettuce,2,4,1,7,8,2,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
10,Lettuce,2,5,2,5,1,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10,Lettuce,2,6,2,3,6,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
10,Lettuce,2,7,2,7,3,3,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,8,2,4,3,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,9,3,6,7,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,10,3,5,8,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10,Lettuce,2,11,3,7,1,3,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
10,Lettuce,2,12,3,7,8,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,13,4,7,9,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,14,4,11,3,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,15,4,1,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10,Lettuce,2,16,4,1,10,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10,Lettuce,2,17,5,9,7,3,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
10,Lettuce,2,18,5,7,9,3,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
10,Lettuce,2,19,5,9,5,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10,Lettuce,2,20,5,12,8,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25,Basil,2,1,1,7,4,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
25,Basil,2,2,1,8,2,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
25,Basil,2,3,1,3,1,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25,Basil,2,4,1,8,6,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
25,Basil,2,5,2,7,5,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,6,2,1,9,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,7,2,2,6,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,8,2,7,10,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25,Basil,2,9,3,11,5,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,10,3,12,4,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,11,3,1,6,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25,Basil,2,12,3,2,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,13,4,9,10,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,14,4,11,4,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,15,4,10,7,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,16,4,3,5,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,lettuce,2,17,5,12,1,4,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
25,lettuce,2,18,5,5,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25,lettuce,2,19,5,5,5,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25,lettuce,2,20,5,7,10,2,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
25,Lettuce,2,1,1,5,7,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,2,1,3,6,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,3,1,5,3,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
25,Lettuce,2,4,1,1,2,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,5,2,4,1,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25,Lettuce,2,6,2,2,5,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,7,2,3,8,3,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25,Lettuce,2,8,2,1,7,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25,Lettuce,2,9,3,8,2,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
25,Lettuce,2,10,3,3,9,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,11,3,1,10,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25,Lettuce,2,12,3,9,3,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25,Lettuce,2,13,4,9,6,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,14,4,12,1,3,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
25,Lettuce,2,15,4,2,7,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25,Lettuce,2,16,4,7,3,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
25,Basil,2,17,5,2,9,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25,Basil,2,18,5,4,6,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25,Basil,2,19,5,6,10,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25,Basil,2,20,5,5,8,1,27-Nov-16,0,2,0,0.2.0,29-Nov-16,,,,,,,,,,,
0.5NaCl,Basil,2,1,1,12,5,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,2,1,6,4,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,3,1,10,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,4,1,5,2,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,5,2,4,8,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,6,2,10,10,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,7,2,6,3,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
0.5NaCl,Basil,2,8,2,9,7,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,9,3,10,9,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,10,3,12,5,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,11,3,9,4,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,12,3,10,7,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,13,4,2,2,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,14,4,12,8,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,15,4,1,6,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,16,4,5,6,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,17,5,11,2,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
0.5NaCl,Basil,2,18,5,9,8,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,19,5,9,9,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Basil,2,20,5,10,1,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
0.5NaCl,Lettuce,2,1,1,3,9,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,2,1,9,1,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,3,1,5,1,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,4,1,10,6,4,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,5,2,12,6,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,6,2,4,6,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,7,2,7,3,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,8,2,10,6,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,9,3,2,10,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,10,3,7,2,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,11,3,12,10,2,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,12,3,6,4,1,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,13,4,3,7,2,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,14,4,8,3,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,15,4,8,8,1,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,16,4,9,1,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
0.5NaCl,Lettuce,2,17,5,11,10,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,18,5,4,9,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,19,5,1,4,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
0.5NaCl,Lettuce,2,20,5,12,2,2,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,1,1,3,9,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,2,1,6,10,2,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
100NaCl,Basil,2,3,1,9,8,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
100NaCl,Basil,2,4,1,1,4,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
100NaCl,Basil,2,5,2,5,3,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,6,2,9,4,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,7,2,3,4,4,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
100NaCl,Basil,2,8,2,5,1,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,9,3,5,6,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,10,3,10,9,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,11,3,2,10,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,12,3,6,2,2,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
100NaCl,Basil,2,13,4,12,6,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,14,4,10,4,4,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
100NaCl,Basil,2,15,4,5,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,16,4,9,6,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,17,5,12,2,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,18,5,4,2,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,19,5,4,5,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Basil,2,20,5,7,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
100NaCl,Lettuce,2,1,1,8,3,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,2,1,3,7,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,3,1,4,10,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
100NaCl,Lettuce,2,4,1,10,1,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,5,2,8,9,2,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
